Job démarré sur gnode4 à Wed Feb 11 12:30:26 CET 2026
Run main_expe
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p005__ds0p01__dm0p01
     avg_score=0.620649 | runtime=1.27s
  -> run NK_dim256_t1
     avg_score=0.699121 | runtime=1.20s
  -> run NK_dim256_t2
     avg_score=0.714386 | runtime=1.22s
  -> run NK_dim256_t4
     avg_score=0.684860 | runtime=1.29s
  -> run NK_dim256_t8
     avg_score=0.579396 | runtime=1.92s
  -> run NK_dim64_t1
     avg_score=0.711856 | runtime=0.91s
  -> run NK_dim64_t2
     avg_score=0.744836 | runtime=0.91s
  -> run NK_dim64_t4
     avg_score=0.749686 | runtime=0.92s
  -> run NK_dim64_t8
     avg_score=0.689638 | runtime=1.05s
[CONFIG] krbf__advnormalizedfitness__M3__L12__eps0p033__g0p015__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.259995 | runtime=0.91s
  -> run QUBO_dim64_t1
     avg_score=-149.740005 | runtime=0.91s
  -> run QUBO_dim64_t2
     avg_score=-139.160004 | runtime=0.91s
  -> run QUBO_dim64_t3
     avg_score=-417.820007 | runtime=0.91s
  -> run QUBO_dim64_t4
     avg_score=-332.459991 | runtime=0.91s
  -> run QUBO_dim64_t5
     avg_score=-311.540009 | runtime=0.91s
  -> run QUBO_dim128_t0
     avg_score=-567.260010 | runtime=0.94s
  -> run QUBO_dim128_t1
     avg_score=-437.700012 | runtime=0.94s
  -> run QUBO_dim128_t2
     avg_score=-425.839996 | runtime=0.94s
  -> run QUBO_dim128_t3
     avg_score=-1165.260010 | runtime=0.94s
  -> run QUBO_dim128_t4
     avg_score=-926.460022 | runtime=0.94s
  -> run QUBO_dim128_t5
     avg_score=-888.460022 | runtime=0.94s
  -> run QUBO_dim256_t0
     avg_score=-1462.540039 | runtime=1.16s
  -> run QUBO_dim256_t1
     avg_score=-1199.459961 | runtime=1.16s
  -> run QUBO_dim256_t2
     avg_score=-1136.119995 | runtime=1.16s
  -> run QUBO_dim256_t3
     avg_score=-2961.300049 | runtime=1.16s
  -> run QUBO_dim256_t4
     avg_score=-2460.280029 | runtime=1.16s
  -> run QUBO_dim256_t5
     avg_score=-2339.919922 | runtime=1.16s
  -> run NK_dim128_t1
     avg_score=0.710975 | runtime=0.93s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736786 | runtime=0.94s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.752928 | runtime=0.97s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.682881 | runtime=1.27s
  -> run NK_dim256_t1
     avg_score=0.705426 | runtime=1.20s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.729093 | runtime=1.23s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.725500 | runtime=1.29s
  -> run NK_dim256_t8
     avg_score=0.616142 | runtime=1.92s
  -> run NK_dim64_t1
     avg_score=0.711935 | runtime=0.91s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744035 | runtime=0.91s
  -> run NK_dim64_t4
     avg_score=0.752592 | runtime=0.92s
  -> run NK_dim64_t8
     avg_score=0.731299 | runtime=1.05s
[CONFIG] krbf__advnormalizedfitness__M3__L12__eps0p033__g0p015__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-201.779999 | runtime=0.91s
  -> run QUBO_dim64_t1
     avg_score=-149.240005 | runtime=0.91s
  -> run QUBO_dim64_t2
     avg_score=-138.880005 | runtime=0.91s
  -> run QUBO_dim64_t3
     avg_score=-410.640015 | runtime=0.91s
  -> run QUBO_dim64_t4
     avg_score=-330.359985 | runtime=0.91s
  -> run QUBO_dim64_t5
     avg_score=-306.040009 | runtime=0.91s
  -> run QUBO_dim128_t0
     avg_score=-535.000000 | runtime=0.94s
  -> run QUBO_dim128_t1
     avg_score=-430.559998 | runtime=0.94s
  -> run QUBO_dim128_t2
     avg_score=-407.739990 | runtime=0.94s
  -> run QUBO_dim128_t3
     avg_score=-1083.140015 | runtime=0.94s
  -> run QUBO_dim128_t4
     avg_score=-901.320007 | runtime=0.94s
  -> run QUBO_dim128_t5
     avg_score=-839.039978 | runtime=0.94s
  -> run QUBO_dim256_t0
     avg_score=-1221.819946 | runtime=1.16s
  -> run QUBO_dim256_t1
     avg_score=-1095.780029 | runtime=1.16s
  -> run QUBO_dim256_t2
     avg_score=-978.659973 | runtime=1.16s
  -> run QUBO_dim256_t3
     avg_score=-2439.360107 | runtime=1.16s
  -> run QUBO_dim256_t4
     avg_score=-2203.439941 | runtime=1.16s
  -> run QUBO_dim256_t5
     avg_score=-2007.900024 | runtime=1.16s
  -> run NK_dim128_t1
     avg_score=0.709511 | runtime=0.93s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.732102 | runtime=0.94s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.730320 | runtime=0.97s
  -> run NK_dim128_t8
     avg_score=0.613904 | runtime=1.27s
  -> run NK_dim256_t1
     avg_score=0.697029 | runtime=1.20s
  -> run NK_dim256_t2
     avg_score=0.710316 | runtime=1.23s
  -> run NK_dim256_t4
     avg_score=0.677251 | runtime=1.29s
  -> run NK_dim256_t8
     avg_score=0.576845 | runtime=1.92s
  -> run NK_dim64_t1
     avg_score=0.711781 | runtime=0.91s
  -> run NK_dim64_t2
     avg_score=0.743987 | runtime=0.91s
  -> run NK_dim64_t4
     avg_score=0.748435 | runtime=0.92s
  -> run NK_dim64_t8
     avg_score=0.679272 | runtime=1.05s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p005__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-202.979996 | runtime=0.73s
  -> run QUBO_dim64_t1
     avg_score=-150.899994 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-138.979996 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-416.299988 | runtime=0.73s
  -> run QUBO_dim64_t4
     avg_score=-329.140015 | runtime=0.73s
  -> run QUBO_dim64_t5
     avg_score=-309.600006 | runtime=0.73s
  -> run QUBO_dim128_t0
     avg_score=-574.780029 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-442.700012 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-425.600006 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1182.479980 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-938.359985 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-901.940002 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1544.520020 | runtime=1.06s
  -> run QUBO_dim256_t1
     avg_score=-1263.459961 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1186.219971 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-3142.840088 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2541.280029 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2455.899902 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710752 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737951 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756216 | runtime=0.81s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.716273 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.707113 | runtime=1.03s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.733876 | runtime=1.05s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.741607 | runtime=1.12s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.661936 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711864 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.745425 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.753237 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.739797 | runtime=0.89s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p005__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-199.919998 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-148.419998 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.800003 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-413.880005 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-332.540009 | runtime=0.73s
  -> run QUBO_dim64_t5
     avg_score=-310.899994 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-555.440002 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-434.779999 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-423.519989 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1143.479980 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-918.859985 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-873.880005 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1358.300049 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1168.859985 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1068.380005 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2767.719971 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2380.560059 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2207.780029 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710447 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735517 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.745411 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.638937 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.702502 | runtime=1.03s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.720792 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.700804 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.586270 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711762 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.744546 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.751652 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.715426 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p005__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.020004 | runtime=0.73s
  -> run QUBO_dim64_t1
     avg_score=-148.960007 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.619995 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-414.679993 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-333.440002 | runtime=0.73s
  -> run QUBO_dim64_t5
     avg_score=-313.899994 | runtime=0.73s
  -> run QUBO_dim128_t0
     avg_score=-575.700012 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-438.700012 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-425.600006 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1185.479980 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-932.580017 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-899.760010 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1529.160034 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1243.119995 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1174.479980 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-3108.080078 | runtime=1.03s
  -> run QUBO_dim256_t4
     avg_score=-2529.419922 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2422.199951 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710988 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737516 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756539 | runtime=0.81s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.707260 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.706723 | runtime=1.03s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.732646 | runtime=1.05s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.736709 | runtime=1.13s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.646955 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711982 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.745076 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.754556 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.738422 | runtime=0.89s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p005__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.119995 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-150.320007 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-138.259995 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-410.760010 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-330.100006 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-309.959991 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-552.539978 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-433.519989 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-415.820007 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1141.459961 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-914.679993 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-860.479980 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1343.060059 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1153.119995 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1051.719971 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2667.340088 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2327.179932 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2144.800049 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710436 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735005 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.743013 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.624666 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.700847 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.718073 | runtime=1.06s
  -> run NK_dim256_t4
     avg_score=0.696454 | runtime=1.13s
  -> run NK_dim256_t8
     avg_score=0.581012 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711729 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.745037 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.751156 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.705598 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p005__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.720001 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.039993 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.399994 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-414.359985 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-332.980011 | runtime=0.73s
  -> run QUBO_dim64_t5
     avg_score=-308.019989 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-572.200012 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-440.600006 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-424.640015 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1179.300049 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-918.479980 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-897.380005 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1505.839966 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1222.900024 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1149.380005 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-3024.959961 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2459.780029 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2348.439941 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710790 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736610 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.754676 | runtime=0.81s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.695081 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.706095 | runtime=1.04s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.730276 | runtime=1.05s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.728949 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.627501 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711824 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.745341 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.754801 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.734462 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p005__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.179993 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-148.179993 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.320007 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-410.380005 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-332.380005 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-307.339996 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-545.460022 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-431.320007 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-413.500000 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1115.560059 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-907.140015 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-848.479980 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1294.680054 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1132.800049 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1024.819946 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2581.179932 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2285.520020 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2069.979980 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.709867 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.733449 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.735290 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.620837 | runtime=1.14s
  -> run NK_dim256_t1
     avg_score=0.699490 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.714374 | runtime=1.06s
  -> run NK_dim256_t4
     avg_score=0.687591 | runtime=1.13s
  -> run NK_dim256_t8
     avg_score=0.578643 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711800 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.744583 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.750263 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.696751 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p007__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.419998 | runtime=0.73s
  -> run QUBO_dim64_t1
     avg_score=-147.860001 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.520004 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-415.119995 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-331.760010 | runtime=0.73s
  -> run QUBO_dim64_t5
     avg_score=-309.980011 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-575.020020 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-439.540009 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-426.579987 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1165.640015 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-925.239990 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-892.179993 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1500.380005 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1236.400024 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1138.800049 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2995.080078 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2456.699951 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2343.040039 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710920 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737472 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.754367 | runtime=0.81s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.688246 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.706050 | runtime=1.03s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.730598 | runtime=1.05s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.728351 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.621233 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711916 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.745550 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.753175 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.732118 | runtime=0.89s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p007__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.039993 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.279999 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.539993 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-409.059998 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-327.760010 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-305.320007 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-512.419983 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-422.359985 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-396.140015 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1050.060059 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-868.760010 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-807.140015 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1138.520020 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1038.000000 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-944.880005 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2233.860107 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2111.520020 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1888.219971 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.708968 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.729251 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.720564 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.608784 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.693282 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.703156 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.663966 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.575666 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711800 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.743205 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.744942 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.666181 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p007__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.699997 | runtime=0.73s
  -> run QUBO_dim64_t1
     avg_score=-149.000000 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.220001 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-416.700012 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-332.179993 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-308.040009 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-567.020020 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-437.720001 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-422.940002 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1168.839966 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-920.059998 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-882.679993 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1451.380005 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1199.619995 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1121.119995 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2900.639893 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2436.060059 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2283.379883 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710391 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737641 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.752694 | runtime=0.81s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.673612 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.704973 | runtime=1.03s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.727309 | runtime=1.06s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.719373 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.607064 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711799 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.745267 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.754731 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.729320 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p007__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-197.479996 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-147.720001 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-138.839996 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-407.239990 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-331.940002 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-305.899994 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-502.760010 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-415.899994 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-389.119995 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1037.359985 | runtime=0.77s
